StockCode,Description,ABC_Class,XYZ_Class,ABC_XYZ,Daily_Demand,Avg_Price,Annual_Demand,EOQ,Safety_Stock,Reorder_Point,Max_Stock,Holding_Cost,Product_Lifespan_Days,DeadStock_Score,DeadStock_Risk,Days_Since_Last_Sale,Num_Transactions,Total_Revenue
16119,FUNKY GIRL ADDRESS BOOK,C,Z,CZ,0.44867549668874174,1.0014285714285713,163.76655629139074,286.0,253.0,256.0,542.0,0.2002857142857143,12,78.3,Critical,716,7,128.21
90175B,PINK GLASS CHUNKY CHARM BRACELET,C,Y,CY,0.024834437086092714,8.028571428571428,9.064569536423841,24.0,8.0,8.0,32.0,1.6057142857142859,220,74.8,High,498,7,127.8
72812,LARGE ZINC GLASS CANDLEHOLDER,C,Y,CY,0.09105960264900662,2.5060000000000002,33.23675496688742,81.0,12.0,13.0,94.0,0.5012000000000001,544,43.2,Medium,3,10,127.68
22848,"BREAD BIN, DINER STYLE, PINK",C,X,CX,0.013245033112582781,16.28333333333333,4.8344370860927155,12.0,5.0,5.0,17.0,3.2566666666666664,29,64.2,High,389,3,127.6
90013D,PURPLE VINTAGE EARRINGS,C,Y,CY,0.056291390728476824,3.75,20.546357615894042,52.0,15.0,15.0,67.0,0.75,255,71.2,High,440,8,127.5
84782B,BLACK 3 TIER GLASS PLATE STAND,C,Y,CY,0.016556291390728478,12.75,6.043046357615895,15.0,5.0,5.0,20.0,2.5500000000000003,174,77.3,Critical,551,6,127.5
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,C,X,CX,0.024834437086092714,8.5,9.064569536423841,23.0,3.0,3.0,26.0,1.7000000000000002,442,44.6,Medium,36,9,127.5
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,C,Z,CZ,0.059602649006622516,4.035,21.75496688741722,52.0,61.0,61.0,113.0,0.807,350,73.0,High,379,4,127.2
85179C,PINK BITTY LIGHT CHAIN,C,Y,CY,0.12748344370860928,2.6100000000000003,46.53145695364239,94.0,32.0,33.0,127.0,0.5220000000000001,736,46.1,Medium,0,10,126.85
46137D,GREEN CHENILLE SHAGGY RUG,C,Y,CY,0.07119205298013245,2.9500000000000006,25.985099337748345,66.0,61.0,61.0,127.0,0.5900000000000002,33,82.5,Critical,629,3,126.85
23303,SET 4 PICNIC CUTLERY FONDANT,C,Y,CY,0.1076158940397351,1.95,39.27980132450331,100.0,33.0,34.0,134.0,0.39,40,41.9,Medium,4,6,126.75
23020,GLASS SONGBIRD STORAGE JAR,C,Z,CZ,0.018211920529801324,12.049999999999999,6.647350993377483,17.0,17.0,17.0,34.0,2.41,98,50.3,Medium,67,3,126.7
47593B,SCOTTIES DESIGN BABY BIB,C,Y,CY,0.1672185430463576,1.25,61.03476821192053,156.0,23.0,24.0,180.0,0.25,230,75.3,Critical,507,17,126.25
82607E,GLASS BONBON JAR. D'AMANDES,C,Y,CY,0.1672185430463576,1.25,61.03476821192053,156.0,12.0,13.0,169.0,0.25,333,67.5,High,403,25,126.25
84255B,ORANGE COCKTAIL GLASS LAMP,C,Z,CZ,0.09933774834437085,2.1,36.258278145695364,93.0,20.0,21.0,114.0,0.42000000000000004,96,82.7,Critical,640,14,126.00000000000001
22882,NUMBER TILE VINTAGE FONT 3,C,Z,CZ,0.15066225165562913,1.8363999999999998,54.991721854304636,122.0,24.0,25.0,147.0,0.36728,413,49.1,Medium,3,25,125.89
23065,LARGE JEWELLERY STAND,C,Y,CY,0.016556291390728478,12.5,6.043046357615895,16.0,10.0,10.0,26.0,2.5,9,49.6,Medium,202,4,125.0
84622,PINK GINGHAM ROSE CUSHION COVER,C,Y,CY,0.0347682119205298,5.95,12.690397350993376,33.0,7.0,7.0,40.0,1.1900000000000002,62,81.4,Critical,676,7,124.95
84709A,SILVER OVAL JEWELLED MIRROR,C,X,CX,0.0347682119205298,5.95,12.690397350993376,33.0,3.0,3.0,36.0,1.1900000000000002,139,65.8,High,408,11,124.95
35816P,"ACRYLIC JEWEL ANGEL,PINK",C,Z,CZ,0.48344370860927155,0.7528571428571428,176.45695364238412,342.0,225.0,228.0,570.0,0.15057142857142858,544,54.8,Medium,114,7,124.88
10080,GROOVY CACTUS INFLATABLE,C,Y,CY,0.5016556291390728,0.5092592592592593,183.10430463576157,424.0,49.0,53.0,477.0,0.10185185185185186,720,46.9,Medium,17,26,124.60999999999999
84661C,PINK SQUARE TABLE CLOCK,C,Z,CZ,0.22682119205298013,1.3183333333333334,82.78973509933775,177.0,58.0,60.0,237.0,0.26366666666666666,685,47.6,Medium,2,12,124.55000000000001
71496A,A4 WALL TIDY BLUE OFFICE,C,Z,CZ,0.37748344370860926,0.5750000000000001,137.7814569536424,346.0,145.0,148.0,494.0,0.11500000000000002,612,49.6,Medium,36,8,124.44000000000001
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,C,Z,CZ,0.16887417218543047,1.7590909090909093,61.63907284768212,132.0,60.0,61.0,193.0,0.35181818181818186,542,61.2,High,196,11,124.2
84927A,WAKE UP COCKEREL TILE HOOK,C,Z,CZ,0.3609271523178808,1.5964,131.73841059602648,203.0,84.0,87.0,290.0,0.31928,551,61.0,High,121,25,124.17
90162C,ANT SILVER FUSCHIA BOUDICCA RING,C,Y,CY,0.0695364238410596,2.95,25.38079470198675,66.0,8.0,8.0,74.0,0.5900000000000001,609,46.3,Medium,39,16,123.90000000000002
22359,"GLASS JAR, KINGS CHOICE SOAP",C,Y,CY,0.0695364238410596,2.95,25.38079470198675,66.0,12.0,12.0,78.0,0.5900000000000001,97,73.6,High,527,8,123.9
85185B,PINK HORSE SOCK PUPPET KIT,C,Y,CY,0.0695364238410596,2.95,25.38079470198675,66.0,9.0,9.0,75.0,0.5900000000000001,58,40.8,Medium,8,14,123.9
35015,JACOBS LADDER SMALL,C,Y,CY,3.4172185430463577,0.06,1247.2847682119207,3224.0,198.0,222.0,3446.0,0.012,340,67.1,High,396,38,123.84
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,C,Y,CY,0.054635761589403975,3.75,19.942052980132452,52.0,6.0,6.0,58.0,0.75,725,43.6,Medium,5,12,123.75
20816,GOLD FLOWER CUSHION COVER ,C,Y,CY,0.039735099337748346,5.378571428571428,14.503311258278146,37.0,9.0,9.0,46.0,1.0757142857142856,449,57.0,High,224,7,123.6
22850,BREAD BIN DINER STYLE BLACK,C,Y,CY,0.013245033112582781,15.95,4.8344370860927155,12.0,12.0,12.0,24.0,3.19,1,49.8,Medium,418,1,123.6
84228,HEN HOUSE W CHICK STANDING,C,Z,CZ,0.5099337748344371,0.4175,186.12582781456956,472.0,119.0,123.0,595.0,0.0835,415,66.5,High,261,20,123.36
84559D,3D SHEET OF SEA WORLD STICKERS,C,Y,CY,0.24006622516556292,0.85,87.62417218543047,227.0,20.0,22.0,249.0,0.17,350,67.7,High,388,29,123.25
21087,SET/6 POSIES PAPER CUPS,C,Y,CY,0.36423841059602646,0.5623809523809524,132.94701986754967,344.0,35.0,38.0,382.0,0.1124761904761905,428,58.2,High,233,20,123.22
23454,SET OF 3 MINI HANGING PORTRAITS,C,Y,CY,0.052980132450331126,3.95,19.337748344370862,49.0,49.0,49.0,98.0,0.79,26,44.5,Medium,23,2,123.2
23457,LARGE PARLOUR FRAME,C,Z,CZ,0.04470198675496689,4.725,16.316225165562912,42.0,65.0,65.0,107.0,0.945,5,40.7,Medium,23,2,122.85
22869,"NUMBER TILE COTTAGE GARDEN, 1",C,Z,CZ,0.10430463576158941,1.95,38.07119205298014,99.0,76.0,77.0,176.0,0.39,19,69.5,High,399,7,122.85
22832,SWEETHEART WIRE WALL TIDY,C,Y,CY,0.019867549668874173,10.483333333333333,7.251655629139073,19.0,15.0,15.0,34.0,2.0966666666666667,13,64.1,High,382,3,122.6
84367,LA STREGA CANVAS PICTURE ,C,X,CX,0.12086092715231789,1.9499999999999997,44.11423841059603,106.0,18.0,19.0,125.0,0.38999999999999996,238,71.7,High,492,7,122.55000000000001
79308B,MOSAIC CANDLE DISH BLUE PURPLE,C,X,CX,0.23841059602649006,0.85,87.01986754966887,226.0,0.0,2.0,228.0,0.17,28,70.3,High,527,2,122.4
16168S,FUNKY MONKEY GIFT BAG SMALL,C,Y,CY,2.109271523178808,0.1757142857142857,769.884105960265,1480.0,774.0,789.0,2269.0,0.03514285714285714,58,84.1,Critical,671,7,121.86
79532,MOSAIC GLASS BALL CANDLEHOLDER,C,Y,CY,0.1605960264900662,1.25,58.61754966887417,153.0,22.0,23.0,176.0,0.25,120,69.0,High,429,18,121.25
22536,MAGIC SLATE FIDO,C,X,CX,0.4768211920529801,0.42,174.03973509933775,455.0,0.0,3.0,458.0,0.084,55,71.3,High,556,6,120.96000000000001
22534,MAGIC SLATE SPACEBOY ,C,X,CX,0.4768211920529801,0.42,174.03973509933775,455.0,0.0,3.0,458.0,0.084,87,69.2,High,508,6,120.96000000000001
22535,MAGIC SLATE BUNNIES AT HOME ,C,X,CX,0.4768211920529801,0.42,174.03973509933775,455.0,0.0,3.0,458.0,0.084,72,69.5,High,518,6,120.96000000000001
84509F,NEW ENGLAND PLACEMATS,C,Y,CY,0.052980132450331126,3.75,19.337748344370862,51.0,14.0,14.0,65.0,0.75,76,83.6,Critical,659,10,120.0
23438,GIFT BAG LARGE SPOT ,C,X,CX,0.15894039735099338,1.25,58.01324503311258,152.0,27.0,28.0,180.0,0.25,74,44.1,Medium,53,6,120.0
85166A,WHITE METAL BAROQUE PHOTO FRAME,C,Z,CZ,0.11920529801324503,3.125,43.50993377483444,83.0,57.0,58.0,141.0,0.625,48,86.3,Critical,689,8,120.0
35911B,PINK/FLOWER RABBIT EGG WARMER ,C,Y,CY,0.09437086092715231,2.1,34.4453642384106,91.0,14.0,15.0,106.0,0.42000000000000004,432,61.9,High,295,13,119.7
23463,VINTAGE ZINC WATERING CAN,C,X,CX,0.019867549668874173,9.95,7.251655629139073,19.0,2.0,2.0,21.0,1.99,54,39.3,Medium,0,7,119.39999999999999
84656,WHITE ROSE C/COVER,C,Y,CY,0.033112582781456956,5.95,12.08609271523179,32.0,4.0,4.0,36.0,1.1900000000000002,171,76.2,Critical,567,12,119.0
90151,SILVER/NATURAL SHELL NECKLACE,C,Y,CY,0.023178807947019868,8.5,8.460264900662251,22.0,5.0,5.0,27.0,1.7000000000000002,606,44.3,Medium,11,7,119.0
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,C,X,CX,0.10099337748344371,1.95,36.86258278145696,97.0,20.0,21.0,118.0,0.39,66,44.9,Medium,63,6,118.94999999999999
23280,FOLDING MIRROR HOT PINK ,C,Z,CZ,0.2582781456953642,0.808,94.27152317880794,242.0,160.0,162.0,404.0,0.16160000000000002,131,51.9,Medium,81,5,118.92000000000002
22972,CHILDRENS SPACEBOY MUG,C,X,CX,0.11920529801324503,1.65,43.50993377483444,115.0,23.0,24.0,139.0,0.33,14,57.3,High,366,5,118.80000000000001
21228,"POCKET MIRROR ""GLAMOROUS""",C,Z,CZ,0.15728476821192053,1.25,57.408940397350996,152.0,15.0,16.0,168.0,0.25,456,62.5,High,274,29,118.75
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,C,X,CX,0.011589403973509934,16.95,4.2301324503311255,11.0,2.0,2.0,13.0,3.39,509,50.2,Medium,135,6,118.65
35933,PINK STOCKING CHRISTMAS DECORATION,C,Y,CY,0.5165562913907285,0.38,188.54304635761588,498.0,53.0,57.0,555.0,0.07600000000000001,705,47.3,Medium,33,23,118.56
44242B,PINK FEATHERS CURTAIN,C,Y,CY,0.17549668874172186,1.135,64.05629139072848,168.0,57.0,58.0,226.0,0.227,660,50.7,Medium,73,8,117.78
90214C,"LETTER ""C"" BLING KEY RING",C,Z,CZ,0.18874172185430463,1.1402857142857141,68.8907284768212,174.0,17.0,18.0,192.0,0.22805714285714285,736,46.9,Medium,0,35,117.53999999999999
35824C,"HANGING FLOWERS+MIRROR,CLEAR",C,Z,CZ,0.3890728476821192,0.935,142.01158940397352,276.0,144.0,147.0,423.0,0.18700000000000003,127,82.8,Critical,609,8,117.05
22877,NUMBER TILE COTTAGE GARDEN 9,C,Y,CY,0.09933774834437085,1.95,36.258278145695364,96.0,14.0,15.0,111.0,0.39,253,52.5,Medium,134,16,117.0
23244,STORAGE TIN VINTAGE LEAF,C,Y,CY,0.09933774834437085,1.95,36.258278145695364,96.0,21.0,22.0,118.0,0.39,106,47.0,Medium,77,7,117.0
47593A,CAROUSEL PONIES BABY BIB,C,Z,CZ,0.19039735099337748,0.962,69.49503311258279,190.0,22.0,23.0,213.0,0.19240000000000002,252,61.8,High,254,28,116.87
84858A,NATURAL RIVIERA HANDBAG,C,Z,CZ,0.08609271523178808,5.278571428571429,31.423841059602648,55.0,65.0,66.0,121.0,1.0557142857142858,197,79.6,Critical,449,7,116.7
72038P,PRICE'S CANDLE PEACH,C,Y,CY,1.7384105960264902,0.15222222222222223,634.5198675496689,1444.0,345.0,357.0,1801.0,0.030444444444444448,268,72.1,High,469,9,116.5
16206B,RED PURSE WITH PINK HEART,C,Z,CZ,0.15894039735099338,1.23125,58.01324503311258,153.0,27.0,28.0,181.0,0.24625,360,65.1,High,317,16,116.4
90144,SILVER DROP EARRINGS WITH FLOWER,C,X,CX,0.05132450331125828,3.75,18.733443708609272,50.0,6.0,6.0,56.0,0.75,512,54.2,Medium,189,11,116.25
84751B,BLACK MEDIUM GLASS CAKE STAND,C,Y,CY,0.06291390728476821,3.0100000000000002,22.9635761589404,62.0,5.0,5.0,67.0,0.6020000000000001,409,58.0,High,245,19,115.86
90030C,BROWN KUKUI COCONUT SEED NECKLACE,C,Y,CY,0.13410596026490065,1.9899999999999998,48.948675496688736,111.0,31.0,32.0,143.0,0.39799999999999996,607,46.3,Medium,14,10,115.65
23209,LUNCH BAG VINTAGE DOILEY ,C,Y,CY,0.11589403973509933,1.65,42.30132450331126,113.0,65.0,66.0,179.0,0.33,3,26.1,Low,119,4,115.5
22878,NUMBER TILE COTTAGE GARDEN No,C,Y,CY,0.09105960264900662,2.1,33.23675496688742,89.0,13.0,14.0,103.0,0.42000000000000004,283,49.8,Medium,100,13,115.5
20848,ZINC HEART LATTICE CHARGER SMALL,C,Y,CY,0.06456953642384106,2.9500000000000006,23.567880794701985,63.0,13.0,13.0,76.0,0.5900000000000002,696,47.8,Medium,32,12,115.05000000000001
22872,NUMBER TILE COTTAGE GARDEN 4,C,Y,CY,0.09768211920529801,1.95,35.65397350993378,96.0,14.0,15.0,111.0,0.39,302,51.3,Medium,109,16,115.05
23185,FRENCH STYLE STORAGE JAR JAM,C,Y,CY,0.5248344370860927,0.3516129032258064,191.56456953642382,522.0,36.0,40.0,562.0,0.07032258064516128,277,43.3,Medium,2,30,114.85
90065A,WHITE VINTAGE CRYSTAL BRACELET,C,Y,CY,0.028145695364238412,6.75,10.273178807947021,28.0,8.0,8.0,36.0,1.35,561,54.4,Medium,165,7,114.75
90214S,"LETTER ""S"" BLING KEY RING",C,Z,CZ,0.1837748344370861,1.1677142857142857,67.07781456953643,169.0,18.0,19.0,188.0,0.23354285714285716,737,47.7,Medium,0,35,114.75
22885,NUMBER TILE VINTAGE FONT 6 ,C,Z,CZ,0.14072847682119205,1.7725,51.365894039735096,120.0,29.0,30.0,150.0,0.35450000000000004,399,48.5,Medium,14,16,114.19
23535,WALL ART BICYCLE SAFTEY ,C,Z,CZ,0.0347682119205298,5.75,12.690397350993376,33.0,42.0,42.0,75.0,1.1500000000000001,1,23.0,Low,65,3,114.15
46776D,WOVEN SUNSET CUSHION COVER ,C,Y,CY,0.0380794701986755,4.95,13.899006622516556,37.0,7.0,7.0,44.0,0.9900000000000001,653,48.8,Medium,82,9,113.85
22877,"NUMBER TILE COTTAGE GARDEN, 9",C,Z,CZ,0.09602649006622517,1.95,35.049668874172184,95.0,99.0,100.0,195.0,0.39,21,70.4,High,396,4,113.1
22874,NUMBER TILE COTTAGE GARDEN 6,C,Y,CY,0.09602649006622517,1.95,35.049668874172184,95.0,14.0,15.0,110.0,0.39,330,50.1,Medium,82,15,113.1
85190,PINK FLOWER HANGING HEART ,C,Y,CY,0.22019867549668873,0.85,80.37251655629139,217.0,36.0,38.0,255.0,0.17,92,80.7,Critical,631,14,113.05
82607C,GLASS BONBON JAR. SUPERFINES,C,Y,CY,0.1490066225165563,1.25,54.38741721854305,147.0,12.0,13.0,160.0,0.25,91,78.5,Critical,645,21,112.5
84462,3 PINK HEN+CHICKS IN BASKET,C,Z,CZ,0.16390728476821192,1.2353846153846153,59.826158940397356,156.0,70.0,71.0,227.0,0.24707692307692308,437,67.7,High,238,13,112.35
44236,PINK/PURPLE CIRCLE CURTAIN,C,Z,CZ,0.10596026490066225,2.868461538461539,38.675496688741724,82.0,27.0,28.0,110.0,0.5736923076923078,575,54.4,Medium,109,12,112.32000000000001
90214K,"LETTER ""K"" BLING KEY RING",C,Z,CZ,0.1804635761589404,1.186,65.86920529801324,167.0,13.0,14.0,181.0,0.2372,732,47.0,Medium,0,45,112.25
20896,VINTAGE NOTEBOOK PINK FLOWER,C,Z,CZ,0.06291390728476821,2.95,22.9635761589404,62.0,13.0,13.0,75.0,0.5900000000000001,253,75.1,Critical,477,13,112.10000000000001
71510,SQUARE METAL CANDLEHOLDER BASE,C,Z,CZ,0.29304635761589404,0.7935294117647059,106.96192052980132,260.0,76.0,78.0,338.0,0.1587058823529412,708,51.5,Medium,14,17,112.05
17014A,ORIGAMI VANILLA INCENSE CONES,C,Z,CZ,0.40894039735099336,0.7022222222222222,149.26324503311258,326.0,164.0,167.0,493.0,0.14044444444444446,527,58.6,High,164,9,111.81
21412,VINTAGE GOLD TINSEL REEL,C,Y,CY,0.38576158940397354,0.5914285714285714,140.80298013245033,345.0,19.0,22.0,367.0,0.11828571428571429,355,66.7,High,383,42,111.3
22873,"NUMBER TILE COTTAGE GARDEN, 5",C,Z,CZ,0.09437086092715231,1.95,34.4453642384106,94.0,111.0,112.0,206.0,0.39,17,69.5,High,401,3,111.14999999999999
84288B,SET/2 BLUE  NOODLE BASKETS,C,Y,CY,0.09437086092715231,1.9499999999999997,34.4453642384106,94.0,12.0,13.0,107.0,0.38999999999999996,189,77.3,Critical,549,21,111.14999999999999
84493,BLUE/PINK NEST STRIPE BOX,C,Z,CZ,1.890728476821192,1.5619999999999998,690.115894039735,470.0,1349.0,1362.0,1832.0,0.3124,107,74.4,High,437,5,111.12
90170,DAISY HAIR BAND,C,Y,CY,0.11092715231788079,1.65,40.48841059602649,111.0,21.0,22.0,133.0,0.33,635,46.5,Medium,32,10,110.55000000000001
90024D,NEW BAROQUE B'FLY NECKLACE PINK,C,X,CX,0.02152317880794702,8.5,7.855960264900662,21.0,2.0,2.0,23.0,1.7000000000000002,484,56.4,High,243,11,110.5
20693,FLORAL DINOSAUR GREEN,C,Y,CY,0.04304635761589404,4.25,15.711920529801324,43.0,6.0,6.0,49.0,0.8500000000000001,102,80.3,Critical,635,12,110.5
21004,ROSE DU SUD CHILDRENS APRON,C,Y,CY,0.04304635761589404,4.25,15.711920529801324,43.0,5.0,5.0,48.0,0.8500000000000001,106,65.1,High,399,15,110.5
78026,SEAGRASS S/3 SQU LAUNDRY BOX,C,X,CX,0.018211920529801324,10.0,6.647350993377483,18.0,0.0,0.0,18.0,2.0,1,47.7,Medium,461,1,110.0
23496,PANTRY KITCHEN THERMOMETER ,C,Y,CY,0.1456953642384106,1.25,53.17880794701986,146.0,17.0,18.0,164.0,0.25,39,35.4,Medium,1,22,110.0
84886,BLUE METAL WALL SHELF,C,X,CX,0.018211920529801324,9.95,6.647350993377483,18.0,2.0,2.0,20.0,1.99,37,69.7,High,525,8,109.44999999999999
23578,SNACK TRAY RED GINGHAM,C,Y,CY,0.09271523178807947,1.95,33.841059602649004,93.0,13.0,14.0,107.0,0.39,12,25.5,Low,1,11,109.2
22876,"NUMBER TILE COTTAGE GARDEN, 8",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22868,"NUMBER TILE COTTAGE GARDEN, 0 ",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22871,"NUMBER TILE COTTAGE GARDEN, 3 ",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22870,"NUMBER TILE COTTAGE GARDEN, 2",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22874,"NUMBER TILE COTTAGE GARDEN, 6",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22875,"NUMBER TILE COTTAGE GARDEN, 7",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
22872,"NUMBER TILE COTTAGE GARDEN, 4",C,Z,CZ,0.09271523178807947,1.95,33.841059602649004,93.0,123.0,124.0,217.0,0.39,17,68.5,High,401,2,109.19999999999999
72134,COLUMBIAN  CUBE CANDLE ,C,Z,CZ,0.5298013245033113,0.6519047619047619,193.37748344370863,385.0,100.0,104.0,489.0,0.13038095238095238,687,51.8,Medium,39,20,109.16
90129D,AMBER GLASS TASSLE BAG CHARM,C,Z,CZ,0.061258278145695365,2.9500000000000006,22.35927152317881,62.0,14.0,14.0,76.0,0.5900000000000002,673,49.6,Medium,50,12,109.15000000000002
90129E,PURPLE GLASS TASSLE BAG CHARM,C,Y,CY,0.061258278145695365,2.95,22.35927152317881,62.0,14.0,14.0,76.0,0.5900000000000001,658,50.0,Medium,65,10,109.15
90158,ST TROPEZ NECKLACE,C,Y,CY,0.03642384105960265,4.95,13.294701986754966,37.0,6.0,6.0,43.0,0.9900000000000001,530,45.1,Medium,21,11,108.9
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,C,Y,CY,0.03642384105960265,4.95,13.294701986754966,37.0,9.0,9.0,46.0,0.9900000000000001,736,44.2,Medium,1,7,108.9
90173,PAIR BUTTERFLY HAIR CLIPS,C,Y,CY,0.048013245033112585,3.75,17.524834437086092,48.0,11.0,11.0,59.0,0.75,385,56.4,High,204,7,108.75
90199B,5 STRAND GLASS NECKLACE AMETHYST,C,X,CX,0.028145695364238412,6.349999999999999,10.273178807947021,28.0,3.0,3.0,31.0,1.2699999999999998,644,44.9,Medium,36,12,107.94999999999999
90214L,"LETTER ""L"" BLING KEY RING",C,Z,CZ,0.18874172185430463,1.1837931034482758,68.8907284768212,171.0,23.0,24.0,195.0,0.23675862068965517,732,48.1,Medium,0,29,107.94
23041,PAPER LANTERN 6 POINT SNOW STAR,C,X,CX,0.04304635761589404,4.15,15.711920529801324,44.0,4.0,4.0,48.0,0.8300000000000001,123,46.0,Medium,95,6,107.9
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,C,Y,CY,0.1423841059602649,1.25,51.97019867549669,144.0,16.0,17.0,161.0,0.25,323,70.1,High,415,23,107.5
22868,NUMBER TILE COTTAGE GARDEN 0 ,C,Y,CY,0.09105960264900662,1.95,33.23675496688742,92.0,16.0,17.0,109.0,0.39,272,50.9,Medium,109,12,107.25
23455,SMALL PARLOUR FRAME,C,Z,CZ,0.0695364238410596,2.6900000000000004,25.38079470198675,69.0,93.0,93.0,162.0,0.5380000000000001,5,40.1,Medium,23,2,106.98000000000002
48103,DOORMAT KISS MY.......,C,Z,CZ,0.03642384105960265,6.035,13.294701986754966,33.0,56.0,56.0,89.0,1.207,8,73.4,High,511,2,106.58
22135,MINI LADLE LOVE HEART PINK,C,Z,CZ,0.40066225165562913,0.46555555555555556,146.24172185430464,396.0,24.0,27.0,423.0,0.09311111111111112,328,44.1,Medium,2,45,106.56
71495B,CD WALL TIDY RED FLOWERS,C,Z,CZ,0.4768211920529801,0.39999999999999997,174.03973509933775,466.0,130.0,133.0,599.0,0.08,665,48.8,Medium,15,12,106.56
22881,NUMBER TILE VINTAGE FONT 2,C,Z,CZ,0.13410596026490065,1.747142857142857,48.948675496688736,118.0,30.0,31.0,149.0,0.3494285714285714,364,48.6,Medium,24,14,106.39
23477,WOODLAND LARGE BLUE FELT HEART,C,X,CX,0.14072847682119205,1.25,51.365894039735096,143.0,17.0,18.0,161.0,0.25,42,39.1,Medium,8,8,106.25
90194,SILVER LARIAT BLACK STONE EARRINGS,C,Y,CY,0.041390728476821195,4.25,15.107615894039736,42.0,5.0,5.0,47.0,0.8500000000000001,679,46.5,Medium,50,14,106.25
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,C,Y,CY,0.059602649006622516,2.95,21.75496688741722,61.0,10.0,10.0,71.0,0.5900000000000001,712,45.8,Medium,10,13,106.20000000000002
22445,PENCIL CASE GINGHAM FOREST,C,Y,CY,0.059602649006622516,2.95,21.75496688741722,61.0,26.0,26.0,87.0,0.5900000000000001,31,77.3,Critical,589,4,106.20000000000002
90108,BLUE BLOSSOM HAIR CLIP,C,Y,CY,0.1672185430463576,1.05,61.03476821192053,170.0,30.0,31.0,201.0,0.21000000000000002,616,50.1,Medium,76,13,106.05
22433,WATERING CAN PINK BUNNY,C,Y,CY,0.08940397350993377,1.95,32.632450331125824,91.0,34.0,35.0,126.0,0.39,54,78.9,Critical,598,5,105.3
22875,NUMBER TILE COTTAGE GARDEN 7,C,Y,CY,0.08940397350993377,1.95,32.632450331125824,91.0,13.0,14.0,105.0,0.39,303,49.7,Medium,80,16,105.3
17090D,VANILLA INCENSE 40 CONES IN TIN,C,Y,CY,0.1456953642384106,1.2366666666666668,53.17880794701986,147.0,12.0,13.0,160.0,0.24733333333333338,576,54.6,Medium,151,28,105.2
79144B,PAINTED LIGHTBULB STAR+ MOON,C,Y,CY,0.4288079470198676,0.4163414634146341,156.51490066225168,434.0,27.0,30.0,464.0,0.08326829268292683,725,46.0,Medium,10,40,105.17999999999999
16169D,WRAP WINTER FOREST,C,X,CX,0.4139072847682119,0.42,151.07615894039736,424.0,36.0,39.0,463.0,0.084,12,66.9,High,726,9,105.0
23574,PACKING CHARGE,C,X,CX,0.023178807947019868,7.5,8.460264900662251,24.0,0.0,0.0,24.0,1.5,154,38.3,Medium,2,14,105.0
84199,GLOW IN DARK DOLPHINS,C,Z,CZ,0.8460264900662252,0.20907692307692308,308.7996688741722,859.0,47.0,53.0,912.0,0.041815384615384615,735,47.7,Medium,3,62,104.79
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,C,Y,CY,0.20364238410596028,0.85,74.3294701986755,209.0,20.0,21.0,230.0,0.17,63,76.5,Critical,627,19,104.55
23151,ZINC SWEETHEART SOAP DISH,C,Y,CY,0.09768211920529801,1.953157894736842,35.65397350993378,96.0,12.0,13.0,109.0,0.39063157894736844,218,44.1,Medium,0,19,104.41
21118,SHOPPING BAG DOORSTOP,C,Y,CY,0.11423841059602649,2.5357142857142856,41.69701986754967,91.0,28.0,29.0,120.0,0.5071428571428571,40,80.9,Critical,696,7,104.25
20698,LITTLE PINK MONSTER SOFT TOY,C,Y,CY,0.07119205298013245,2.5026315789473683,25.985099337748345,72.0,8.0,8.0,80.0,0.5005263157894737,675,45.7,Medium,16,18,104.25
90049,IVORY GOLD METAL BAG CHARM,C,Y,CY,0.03145695364238411,6.954000000000001,11.4817880794702,29.0,13.0,13.0,42.0,1.3908000000000003,550,46.0,Medium,15,5,104.07
90206C,CRYSTAL DIAMANTE STAR BROOCH,C,X,CX,0.0347682119205298,4.95,12.690397350993376,36.0,4.0,4.0,40.0,0.9900000000000001,649,43.6,Medium,10,11,103.95
